MATCH_0: 	First Half starts.
MATCH_9: 45'	Substitution - Atletico Madrid. Pablo Barrios for Nahuel Molina.
MATCH_9: 45'	Substitution - Atletico Madrid. Rodrigo Riquelme for César Azpilicueta.
MATCH_9: 45'	Substitution - Atletico Madrid. Ángel Correa for Álvaro Morata.
MATCH_9: 47'	Delay in match - injury Niclas Füllkrug - Borussia Dortmund
MATCH_9: 48'	Delay over. They are ready to continue.
MATCH_9: 48'	Missed chance. Niclas Füllkrug - Borussia Dortmund - shot with left foot from the left side of the box missed.
MATCH_9: 48'	Shot blocked. Ángel Correa - Atletico Madrid - shot with right foot from the centre of the box is blocked. Assist - Antoine Griezmann.
MATCH_9: 49'	Corner - Atletico Madrid. Conceded by Nico Schlotterbeck.
MATCH_9: 49'	Missed chance. Mario Hermoso - Atletico Madrid - shot with the head from the right side of the box missed to the left. Assist - Antoine Griezmann with a cross after corner.
MATCH_9: 49'	Own Goal by Mats Hummels, Borussia Dortmund. Borussia Dortmund 2, Atletico Madrid 1.
MATCH_9: 54'	Fouled by Mario Hermoso - Atletico Madrid
MATCH_9: 54'	Niclas Füllkrug - Borussia Dortmund - won a free kick in attack.
MATCH_9: 55'	Shot blocked. Julian Brandt - Borussia Dortmund - shot with left foot from outside the box is blocked. Assist - Karim Adeyemi.
MATCH_9: 57'	Missed chance. Ángel Correa - Atletico Madrid - shot with right foot from the centre of the box is close, but missed. Assist - Koke with a through ball.
MATCH_9: 59'	Emre Can - Borussia Dortmund - won a free kick in attack.
MATCH_9: 59'	Fouled by Antoine Griezmann - Atletico Madrid
MATCH_9: 60'	Fouled by Marcel Sabitzer - Borussia Dortmund
MATCH_9: 60'	Rodrigo De Paul - Atletico Madrid - won a free kick in defence.
MATCH_9: 62'	Missed chance. Rodrigo De Paul - Atletico Madrid - shot with right foot from outside the box missed to the left.
MATCH_9: 64'	New attacking attempt. Rodrigo Riquelme - Atletico Madrid - shot with right foot from the left side of the box is saved in the top left corner. Assist - Ángel Correa.
MATCH_9: 64'	Shot blocked. Ángel Correa - Atletico Madrid - shot with left foot from the centre of the box is blocked.
MATCH_9: 64'	Goal! Borussia Dortmund 2, Atletico Madrid 2. Ángel Correa - Atletico Madrid - shot with right foot from the centre of the box to the high centre of the goal.
MATCH_9: 66'	Substitution - Borussia Dortmund. Jamie Bynoe-Gittens for Karim Adeyemi.
MATCH_9: 67'	Missed chance. Jamie Bynoe-Gittens - Borussia Dortmund - shot with the head from the centre of the box goes high. Assist - Jadon Sancho with a cross.
MATCH_9: 68'	Fouled by Koke - Atletico Madrid
MATCH_9: 68'	Niclas Füllkrug - Borussia Dortmund - won a free kick on the right wing.
MATCH_9: 68'	Hand ball by Rodrigo Riquelme - Atletico Madrid
MATCH_9: 69'	Shot blocked. Jamie Bynoe-Gittens - Borussia Dortmund - shot with left foot from outside the box is blocked. Assist - Emre Can.
MATCH_9: 69'	Corner - Borussia Dortmund. Conceded by Koke.
MATCH_9: 70'	Corner - Borussia Dortmund. Conceded by Rodrigo De Paul.
MATCH_9: 71'	Goal! Borussia Dortmund 3, Atletico Madrid 2. Niclas Füllkrug - Borussia Dortmund - shot with the head from the centre of the box to the right corner. Assist - Marcel Sabitzer with a cross.
MATCH_9: 74'	Shot blocked. Niclas Füllkrug - Borussia Dortmund - shot with left foot from the centre of the box is blocked. Assist - Julian Brandt.
MATCH_9: 74'	Goal! Borussia Dortmund 4, Atletico Madrid 2. Marcel Sabitzer - Borussia Dortmund - shot with left foot from the centre of the box to the right corner. Assist - Niclas Füllkrug.
MATCH_9: 81'	New attacking attempt. Niclas Füllkrug - Borussia Dortmund - shot with right foot from outside the box is saved in the left corner. Assist - Nico Schlotterbeck.
MATCH_9: 83'	Fouled by Ian Maatsen - Borussia Dortmund
MATCH_9: 83'	Rodrigo De Paul - Atletico Madrid - won a free kick on the right wing.
MATCH_9: 84'	Substitution - Atletico Madrid. Saúl Ñíguez for Rodrigo De Paul.
MATCH_9: 86'	Substitution - Borussia Dortmund. Salih Özcan for Jadon Sancho.
MATCH_9: 87'	New attacking attempt. Marcel Sabitzer - Borussia Dortmund - shot with left foot from outside the box is saved in the top right corner. Assist - Emre Can with a head.
MATCH_9: 87'	Corner - Borussia Dortmund. Conceded by Jan Oblak.
MATCH_9: 88'	Fouled by Salih Özcan - Borussia Dortmund
MATCH_9: 88'	Koke - Atletico Madrid - won a free kick on the right wing.
MATCH_9: 89'	Emre Can - Borussia Dortmund - won a free kick in defence.
MATCH_9: 89'	Fouled by Saúl Ñíguez - Atletico Madrid
MATCH_9: 90'	Substitution - Borussia Dortmund. Marco Reus for Julian Brandt.
MATCH_9: 90+2'	Emre Can - Borussia Dortmund - won a free kick in attack.
MATCH_9: 90+2'	Fouled by José Giménez - Atletico Madrid
MATCH_9: 90+3'	Fouled by Salih Özcan - Borussia Dortmund
MATCH_9: 90+3'	Pablo Barrios - Atletico Madrid - won a free kick in defence.
MATCH_9: 90+5'	Second Half ended - Borussia Dortmund 4, Atletico Madrid 2.
MATCH_9: 	Thats all. Game finished - Borussia Dortmund 4, Atletico Madrid 2.
MATCH_10: 	First Half starts.
MATCH_10: 4'	Shot blocked. Vitinha - Paris Saint Germain - shot with right foot from outside the box is blocked.
MATCH_10: 4'	Fouled by Marquinhos - Paris Saint Germain
MATCH_10: 4'	Robert Lewandowski - Barcelona - won a free kick in defence.
MATCH_10: 6'	Shot blocked. Fabián Ruiz - Paris Saint Germain - shot with right foot from the left side of the box is blocked. Assist - Bradley Barcola.
MATCH_10: 7'	Corner - Paris Saint Germain. Conceded by João Cancelo.
MATCH_10: 9'	Fouled by Frenkie de Jong - Barcelona
MATCH_10: 9'	Vitinha - Paris Saint Germain - won a free kick on the right wing.
MATCH_10: 12'	Fouled by Warren Zaïre-Emery - Paris Saint Germain
MATCH_10: 12'	Frenkie de Jong - Barcelona - won a free kick in defence.
MATCH_10: 12'	Goal! Barcelona 1, Paris Saint Germain 0. Raphinha - Barcelona - shot with left foot from few metres to the right corner. Assist - Lamine Yamal.
MATCH_10: 16'	Fouled by Vitinha - Paris Saint Germain
MATCH_10: 16'	Robert Lewandowski - Barcelona - won a free kick in attack.
MATCH_10: 17'	Corner - Paris Saint Germain. Conceded by João Cancelo.
MATCH_10: 17'	Missed chance. Kylian Mbappé - Paris Saint Germain - shot with the head from the centre of the box is high and wide to the left. Assist - Achraf Hakimi with a cross after corner.
MATCH_10: 20'	Missed chance. Robert Lewandowski - Barcelona - shot with right foot from the centre of the box is very close to the goal.
MATCH_10: 23'	Fouled by Robert Lewandowski - Barcelona
MATCH_10: 23'	Lucas Hernández - Paris Saint Germain - won a free kick in defence.
MATCH_10: 25'	Corner - Paris Saint Germain. Conceded by Jules Koundé.
MATCH_10: 27'	Shot blocked. Ousmane Dembélé - Paris Saint Germain - shot with right foot from outside the box is blocked. Assist - Vitinha.
MATCH_10: 28'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from the centre of the box is saved in the left corner. Assist - Bradley Barcola.
MATCH_10: 28'	Corner - Paris Saint Germain. Conceded by Marc-André ter Stegen.
MATCH_10: 28'	Shot blocked. Kylian Mbappé - Paris Saint Germain - header inside of six yard box - left side is blocked.
MATCH_10: 29'	Bradley Barcola - Paris Saint Germain - won a free kick in attack.
MATCH_10: 29'	Fouled by Ronald Araujo - Barcelona
MATCH_10: 29'	Ronald Araujo - Barcelona - receive red card.
MATCH_10: 32'	Missed chance. Ousmane Dembélé - Paris Saint Germain - shot with right foot from outside the box is close, but misses the top left corner from a free kick.
MATCH_10: 34'	Substitution - Barcelona. Iñigo Martínez for Lamine Yamal.
MATCH_10: 35'	Fouled by Achraf Hakimi - Paris Saint Germain
MATCH_10: 35'	Robert Lewandowski - Barcelona - won a free kick in defence.
MATCH_10: 36'	Fouled by Lucas Hernández - Paris Saint Germain
MATCH_10: 36'	Pedri - Barcelona - won a free kick in defence.
MATCH_10: 38'	Fouled by Achraf Hakimi - Paris Saint Germain
MATCH_10: 38'	João Cancelo - Barcelona - won a free kick in defence.
MATCH_10: 40'	Goal! Barcelona 1, Paris Saint Germain 1. Ousmane Dembélé - Paris Saint Germain - shot with right foot from the right side of the six yard box to the top right corner. Assist - Bradley Barcola with a cross.
MATCH_10: 40'	Iñigo Martínez - Barcelona - receive yellow card.
MATCH_10: 40'	Kylian Mbappé - Paris Saint Germain - receive yellow card.
MATCH_10: 43'	Missed chance. Vitinha - Paris Saint Germain - shot with right foot from outside the box goes high. Assist - Ousmane Dembélé.
MATCH_10: 44'	Fouled by Nuno Mendes - Paris Saint Germain
MATCH_10: 44'	Raphinha - Barcelona - won a free kick on the right wing.
MATCH_10: 45'	Missed chance. Bradley Barcola - Paris Saint Germain - shot with left foot from the left side of the box missed. Assist - Kylian Mbappé.
MATCH_10: 45'	Fouled by Fabián Ruiz - Paris Saint Germain
MATCH_10: 45'	Pedri - Barcelona - won a free kick in attack.
MATCH_10: 45+1'	Fabián Ruiz - Paris Saint Germain - receive yellow card for a foul.
MATCH_10: 45+1'	Delay in match - injury Pedri - Barcelona
MATCH_10: 45+2'	Delay over. They are ready to continue.
MATCH_10: 45+3'	Missed chance. Ousmane Dembélé - Paris Saint Germain - shot with right foot from a diffucult position on the right is close, but missed to the left. Assist - Nuno Mendes with a cross.
MATCH_10: 45+5'	Corner - Paris Saint Germain. Conceded by Pau Cubarsí.
MATCH_10: 45+5'	First Half ended - Barcelona 1, Paris Saint Germain 1.
MATCH_10: 45'	Second Half starts Barcelona 1, Paris Saint Germain 1.
MATCH_10: 49'	New attacking attempt. Achraf Hakimi - Paris Saint Germain - shot with right foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Marquinhos.
MATCH_10: 49'	Corner - Paris Saint Germain. Conceded by Marc-André ter Stegen.
MATCH_10: 49'	Shot blocked. Bradley Barcola - Paris Saint Germain - shot with right foot from a diffucult position on the left is blocked. Assist - Vitinha.
MATCH_10: 50'	Fouled by Robert Lewandowski - Barcelona
MATCH_10: 50'	Lucas Hernández - Paris Saint Germain - won a free kick in attack.
MATCH_10: 50'	Robert Lewandowski - Barcelona - receive yellow card for a foul.
MATCH_10: 52'	Missed chance. Fabián Ruiz - Paris Saint Germain - shot with left foot from the left side of the box missed. Assist - Kylian Mbappé.
MATCH_10: 54'	Corner - Paris Saint Germain. Conceded by Pedri.
MATCH_10: 54'	Goal! Barcelona 1, Paris Saint Germain 2. Vitinha - Paris Saint Germain - shot with right foot from outside the box to the left corner. Assist - Achraf Hakimi after corner.
MATCH_10: 56'	Ilkay Gündogan - Barcelona - hits the left post with a shot with right foot from the centre of the box. Assist - Robert Lewandowski.
MATCH_10: 56'	Fouled by Frenkie de Jong - Barcelona
MATCH_10: 56'	Warren Zaïre-Emery - Paris Saint Germain - won a free kick in defence.
MATCH_10: 58'	New attacking attempt. Robert Lewandowski - Barcelona - shot with the head from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - João Cancelo with a cross.
MATCH_10: 59'	Penalty Paris Saint Germain. Ousmane Dembélé draws a foul in the penalty area.
MATCH_10: 59'	Penalty conceded by João Cancelo - Barcelona - after a foul in the penalty area.
MATCH_10: 61'	Goal! Barcelona 1, Paris Saint Germain 3. Kylian Mbappé - Paris Saint Germain - converts the penalty with a shot with right foot to the top left corner.
MATCH_10: 62'	Substitution - Barcelona. Ferran Torres for Pedri.
MATCH_10: 62'	Fouled by Marquinhos - Paris Saint Germain
MATCH_10: 62'	Robert Lewandowski - Barcelona - won a free kick in attack.
MATCH_10: 62'	Marquinhos - Paris Saint Germain - receive yellow card for a foul.
MATCH_10: 63'	Corner - Barcelona. Conceded by Bradley Barcola.
MATCH_10: 65'	Ilkay Gündogan - Barcelona - receive yellow card.
MATCH_10: 66'	Offside - Paris Saint Germain. Bradley Barcola is in offside.
MATCH_10: 69'	Corner - Paris Saint Germain. Conceded by João Cancelo.
MATCH_10: 71'	Achraf Hakimi - Paris Saint Germain - won a free kick in defence.
MATCH_10: 71'	Fouled by Ferran Torres - Barcelona
MATCH_10: 73'	Ferran Torres - Barcelona - won a free kick in defence.
MATCH_10: 73'	Fouled by Marquinhos - Paris Saint Germain
MATCH_10: 73'	New attacking attempt. Robert Lewandowski - Barcelona - shot with left foot from outside the box is saved in the right corner. Assist - Raphinha.
MATCH_10: 76'	Corner - Paris Saint Germain. Conceded by Raphinha.
MATCH_10: 77'	Substitution - Paris Saint Germain. Lee Kang-In for Bradley Barcola.
MATCH_10: 77'	Substitution - Paris Saint Germain. Marco Asensio for Fabián Ruiz.
MATCH_10: 78'	Missed chance. Raphinha - Barcelona - shot with left foot from the left side of the box missed. Assist - Ferran Torres.
MATCH_10: 79'	Shot blocked. Ousmane Dembélé - Paris Saint Germain - shot with right foot from outside the box is blocked. Assist - Lee Kang-In.
MATCH_10: 79'	Corner - Paris Saint Germain. Conceded by Jules Koundé.
MATCH_10: 80'	Substitution - Paris Saint Germain. Manuel Ugarte for Warren Zaïre-Emery.
MATCH_10: 82'	Substitution - Barcelona. João Félix for João Cancelo.
MATCH_10: 82'	Substitution - Barcelona. Fermín López for Frenkie de Jong.
MATCH_10: 84'	Fouled by Manuel Ugarte - Paris Saint Germain
MATCH_10: 84'	João Félix - Barcelona - won a free kick on the right wing.
MATCH_10: 85'	Offside - Barcelona. Robert Lewandowski is in offside.
MATCH_10: 87'	Gianluigi Donnarumma - Paris Saint Germain - receive yellow card.
MATCH_10: 88'	Shot blocked. Robert Lewandowski - Barcelona - shot with right foot from outside the box is blocked. Assist - Ferran Torres.
MATCH_10: 88'	Corner - Barcelona. Conceded by Marquinhos.
MATCH_10: 88'	Substitution - Paris Saint Germain. Randal Kolo Muani for Ousmane Dembélé.
MATCH_10: 89'	Corner - Barcelona. Conceded by Gianluigi Donnarumma.
MATCH_10: 89'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Achraf Hakimi.
MATCH_10: 89'	New attacking attempt. Marco Asensio - Paris Saint Germain - shot with left foot from outside the box is saved by goalkeeper in the centre of the goal.
MATCH_10: 89'	Goal! Barcelona 1, Paris Saint Germain 4. Kylian Mbappé - Paris Saint Germain - shot with left foot from the centre of the box to the right corner following a fast break.
MATCH_10: 90+2'	Fouled by Fermín López - Barcelona
MATCH_10: 90+2'	Lee Kang-In - Paris Saint Germain - won a free kick on the left wing.
MATCH_10: 90+3'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from outside the box is saved in the top centre of the goal. Assist - Achraf Hakimi.
MATCH_10: 90+3'	Fouled by Fermín López - Barcelona
MATCH_10: 90+3'	Lee Kang-In - Paris Saint Germain - won a free kick in defence.
MATCH_10: 90+6'	Hand ball by Randal Kolo Muani - Paris Saint Germain
MATCH_10: 90+6'	Offside - Paris Saint Germain. Kylian Mbappé is in offside.
MATCH_10: 90+7'	Raphinha - Barcelona - receive yellow card.
MATCH_10: 90+7'	Fouled by Fermín López - Barcelona
MATCH_10: 90+7'	Manuel Ugarte - Paris Saint Germain - won a free kick in defence.
MATCH_10: 90+7'	Fermín López - Barcelona - receive yellow card for a foul.
MATCH_10: 90+8'	Second Half ended - Barcelona 1, Paris Saint Germain 4.
MATCH_10: 	Thats all. Game finished - Barcelona 1, Paris Saint Germain 4.
MATCH_11: 	First Half starts.
MATCH_11: 6'	Fouled by Federico Valverde - Real Madrid
MATCH_11: 6'	Josko Gvardiol - Manchester City - won a free kick in defence.
MATCH_11: 11'	New attacking attempt. Eduardo Camavinga - Real Madrid - shot with left foot from outside the box is saved in the left corner. Assist - Dani Carvajal.
MATCH_11: 12'	New attacking attempt. Rodrygo - Real Madrid - shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Vinícius Júnior.
MATCH_11: 12'	Goal! Manchester City 0, Real Madrid 1. Rodrygo - Real Madrid - shot with right foot from the centre of the box to the left corner.
MATCH_11: 14'	Shot blocked. Bernardo Silva - Manchester City - shot with left foot from a diffucult position on the left is blocked. Assist - Jack Grealish.
MATCH_11: 14'	Corner - Manchester City. Conceded by Antonio Rüdiger.
MATCH_11: 15'	Corner - Manchester City. Conceded by Dani Carvajal.
MATCH_11: 15'	Corner - Manchester City. Conceded by Andriy Lunin.
MATCH_11: 17'	Missed chance. Erling Haaland - Manchester City - shot with the head from the centre of the box goes high. Assist - Bernardo Silva with a cross.
MATCH_11: 19'	Erling Haaland - Manchester City - hits the bar with a shot with the head from few metres. Assist - Bernardo Silva with a head.
MATCH_11: 19'	Missed chance. Bernardo Silva - Manchester City - shot with left foot from the right side of the six yard box is close, but missed.
MATCH_11: 21'	Fouled by Rúben Dias - Manchester City
MATCH_11: 21'	Jude Bellingham - Real Madrid - won a free kick in defence.
MATCH_11: 22'	Eduardo Camavinga - Real Madrid - won a free kick in defence.
